A,B,C,rep,timestamp,so,ram_total_gb,ram_disponivel_gb,ram_usada_gb,uso_percent,num_processos,top1_nome,top1_ram_mb,top2_nome,top2_ram_mb,top3_nome,top3_ram_mb
-1,-1,1,1,2026-07-08 19:22:11,Ubuntu 24.04,7.5,5.25,1.85,30.0,280,python3,1040.4,gnome-shell,187.7,gjs,61.7
-1,-1,1,2,2026-07-08 19:22:31,Ubuntu 24.04,7.5,5.27,1.83,29.7,280,python3,1040.4,gnome-shell,187.7,gjs,61.7
-1,-1,1,3,2026-07-08 19:22:51,Ubuntu 24.04,7.5,5.27,1.83,29.7,280,python3,1040.5,gnome-shell,187.8,gjs,61.7
