medicao,timestamp,so,ram_total_gb,ram_disponivel_gb,ram_usada_gb,uso_percent,num_processos,top1_nome,top1_pid,top1_ram_mb,top2_nome,top2_pid,top2_ram_mb,top3_nome,top3_pid,top3_ram_mb
1,2026-05-09 11:51:11,Fedora Linux 44,15.13,12.73,2.4,15.9,465,dnf5daemon-server,8745,259.4,gnome-shell,12194,249.5,ibus-engine-tb,16099,105.4
2,2026-05-09 11:51:31,Fedora Linux 44,15.13,12.76,2.37,15.7,464,dnf5daemon-server,8745,259.4,gnome-shell,12194,247.0,ibus-engine-tb,16099,105.4
3,2026-05-09 11:51:51,Fedora Linux 44,15.13,12.77,2.36,15.6,464,dnf5daemon-server,8745,259.4,gnome-shell,12194,247.0,ibus-engine-tb,16099,105.4
4,2026-05-09 11:52:11,Fedora Linux 44,15.13,12.78,2.35,15.5,430,dnf5daemon-server,8745,259.4,gnome-shell,12194,247.0,ibus-engine-tb,16099,105.4
5,2026-05-09 11:52:31,Fedora Linux 44,15.13,12.86,2.27,15.0,430,gnome-shell,12194,247.0,dnf5daemon-server,8745,179.1,ibus-engine-tb,16099,105.4
6,2026-05-09 11:52:51,Fedora Linux 44,15.13,12.86,2.27,15.0,423,gnome-shell,12194,247.0,dnf5daemon-server,8745,179.1,ibus-engine-tb,16099,105.4
7,2026-05-09 11:53:11,Fedora Linux 44,15.13,12.86,2.27,15.0,422,gnome-shell,12194,247.0,dnf5daemon-server,8745,179.1,ibus-engine-tb,16099,105.4
8,2026-05-09 11:53:31,Fedora Linux 44,15.13,12.73,2.4,15.9,415,gnome-shell,12194,247.5,gnome-software,12606,214.7,dnf5daemon-server,8745,179.1
9,2026-05-09 11:53:51,Fedora Linux 44,15.13,12.74,2.39,15.8,412,gnome-shell,12194,247.5,gnome-software,12606,220.1,dnf5daemon-server,8745,179.1
10,2026-05-09 11:54:11,Fedora Linux 44,15.13,12.75,2.39,15.8,415,gnome-shell,12194,247.4,gnome-software,12606,220.3,dnf5daemon-server,8745,179.1
11,2026-05-09 11:54:31,Fedora Linux 44,15.13,12.76,2.37,15.7,414,gnome-shell,12194,247.5,gnome-software,12606,220.3,dnf5daemon-server,8745,179.1
12,2026-05-09 11:54:51,Fedora Linux 44,15.13,12.76,2.37,15.7,417,gnome-shell,12194,247.5,gnome-software,12606,220.3,dnf5daemon-server,8745,179.1
13,2026-05-09 11:55:11,Fedora Linux 44,15.13,12.76,2.37,15.7,417,gnome-shell,12194,247.4,gnome-software,12606,220.3,dnf5daemon-server,8745,179.1
14,2026-05-09 11:55:31,Fedora Linux 44,15.13,12.76,2.37,15.7,414,gnome-shell,12194,247.4,gnome-software,12606,220.3,dnf5daemon-server,8745,179.1
15,2026-05-09 11:55:51,Fedora Linux 44,15.13,12.76,2.37,15.7,415,gnome-shell,12194,247.5,gnome-software,12606,220.3,dnf5daemon-server,8745,179.1
16,2026-05-09 11:56:11,Fedora Linux 44,15.13,12.76,2.37,15.7,415,gnome-shell,12194,247.4,gnome-software,12606,220.3,dnf5daemon-server,8745,179.1
17,2026-05-09 11:56:31,Fedora Linux 44,15.13,12.76,2.38,15.7,421,gnome-shell,12194,247.8,gnome-software,12606,220.3,dnf5daemon-server,8745,179.1
18,2026-05-09 11:56:51,Fedora Linux 44,15.13,12.75,2.38,15.7,423,gnome-shell,12194,247.9,gnome-software,12606,220.3,dnf5daemon-server,8745,179.1
19,2026-05-09 11:57:11,Fedora Linux 44,15.13,12.73,2.41,15.9,422,gnome-shell,12194,248.2,gnome-software,12606,220.3,dnf5daemon-server,8745,179.1
20,2026-05-09 11:57:31,Fedora Linux 44,15.13,12.71,2.43,16.0,419,gnome-shell,12194,248.2,gnome-software,12606,220.3,dnf5daemon-server,8745,179.1
21,2026-05-09 11:57:51,Fedora Linux 44,15.13,12.71,2.43,16.0,418,gnome-shell,12194,248.7,gnome-software,12606,220.3,dnf5daemon-server,8745,179.1
22,2026-05-09 11:58:11,Fedora Linux 44,15.13,12.71,2.43,16.0,419,gnome-shell,12194,248.5,gnome-software,12606,220.3,dnf5daemon-server,8745,179.1
23,2026-05-09 11:58:31,Fedora Linux 44,15.13,12.75,2.39,15.8,419,gnome-shell,12194,248.7,gnome-software,12606,220.3,dnf5daemon-server,8745,136.2
24,2026-05-09 11:58:51,Fedora Linux 44,15.13,12.75,2.38,15.7,417,gnome-shell,12194,248.7,gnome-software,12606,220.3,dnf5daemon-server,8745,136.2
25,2026-05-09 11:59:11,Fedora Linux 44,15.13,12.75,2.38,15.7,405,gnome-shell,12194,248.7,gnome-software,12606,220.3,dnf5daemon-server,8745,136.2
26,2026-05-09 11:59:31,Fedora Linux 44,15.13,12.75,2.38,15.7,406,gnome-shell,12194,248.7,gnome-software,12606,220.3,dnf5daemon-server,8745,136.2
27,2026-05-09 11:59:51,Fedora Linux 44,15.13,12.75,2.38,15.7,405,gnome-shell,12194,248.7,gnome-software,12606,220.3,dnf5daemon-server,8745,136.2
28,2026-05-09 12:00:11,Fedora Linux 44,15.13,12.75,2.38,15.7,405,gnome-shell,12194,248.7,gnome-software,12606,220.3,dnf5daemon-server,8745,136.2
29,2026-05-09 12:00:31,Fedora Linux 44,15.13,12.75,2.38,15.8,405,gnome-shell,12194,248.7,gnome-software,12606,220.3,dnf5daemon-server,8745,136.2
30,2026-05-09 12:00:51,Fedora Linux 44,15.13,12.75,2.38,15.8,405,gnome-shell,12194,248.8,gnome-software,12606,220.3,dnf5daemon-server,8745,136.2
