A,B,C,rep,timestamp,so,ram_total_gb,ram_disponivel_gb,ram_usada_gb,uso_percent,num_processos,top1_nome,top1_ram_mb,top2_nome,top2_ram_mb,top3_nome,top3_ram_mb
-1,1,-1,1,2026-07-08 18:40:20,Ubuntu 24.04,15.35,13.07,1.67,14.9,330,mysqld,388.8,gnome-shell,335.7,Xorg,131.7
-1,1,-1,2,2026-07-08 18:40:40,Ubuntu 24.04,15.35,13.08,1.67,14.8,329,mysqld,388.8,gnome-shell,335.5,Xorg,131.7
-1,1,-1,3,2026-07-08 18:41:00,Ubuntu 24.04,15.35,13.08,1.67,14.8,329,mysqld,388.8,gnome-shell,335.6,Xorg,131.7
