medicao,timestamp,so,ram_total_gb,ram_disponivel_gb,ram_usada_gb,uso_percent,num_processos,top1_nome,top1_pid,top1_ram_mb,top2_nome,top2_pid,top2_ram_mb,top3_nome,top3_pid,top3_ram_mb
1,2026-05-09 18:08:14,Ubuntu 24.04,7.5,5.46,2.04,27.2,325,mysqld,1446,320.5,gnome-shell,2943,256.6,nautilus,7513,251.5
2,2026-05-09 18:08:34,Ubuntu 24.04,7.5,5.71,1.79,23.9,324,mysqld,1446,320.5,gnome-shell,2943,256.1,evolution-alarm-notify,3188,72.2
3,2026-05-09 18:08:54,Ubuntu 24.04,7.5,5.71,1.79,23.9,324,mysqld,1446,320.5,gnome-shell,2943,256.1,evolution-alarm-notify,3188,72.2
4,2026-05-09 18:09:15,Ubuntu 24.04,7.5,5.71,1.79,23.9,324,mysqld,1446,320.5,gnome-shell,2943,256.1,evolution-alarm-notify,3188,72.2
5,2026-05-09 18:09:35,Ubuntu 24.04,7.5,5.72,1.79,23.8,284,mysqld,1446,320.5,gnome-shell,2943,256.1,evolution-alarm-notify,3188,72.2
6,2026-05-09 18:09:55,Ubuntu 24.04,7.5,5.71,1.79,23.9,276,mysqld,1446,320.5,gnome-shell,2943,256.0,evolution-alarm-notify,3188,72.2
7,2026-05-09 18:10:15,Ubuntu 24.04,7.5,5.71,1.79,23.9,273,mysqld,1446,320.5,gnome-shell,2943,255.8,evolution-alarm-notify,3188,72.2
8,2026-05-09 18:10:35,Ubuntu 24.04,7.5,5.7,1.8,24.0,273,mysqld,1446,320.5,gnome-shell,2943,256.0,evolution-alarm-notify,3188,72.2
9,2026-05-09 18:10:55,Ubuntu 24.04,7.5,5.71,1.79,23.9,271,mysqld,1446,320.5,gnome-shell,2943,256.1,evolution-alarm-notify,3188,72.2
10,2026-05-09 18:11:15,Ubuntu 24.04,7.5,5.71,1.79,23.9,271,mysqld,1446,320.5,gnome-shell,2943,256.0,evolution-alarm-notify,3188,72.2
11,2026-05-09 18:11:35,Ubuntu 24.04,7.5,5.72,1.79,23.8,271,mysqld,1446,320.5,gnome-shell,2943,256.1,evolution-alarm-notify,3188,72.2
12,2026-05-09 18:11:55,Ubuntu 24.04,7.5,5.71,1.79,23.8,271,mysqld,1446,320.5,gnome-shell,2943,256.1,evolution-alarm-notify,3188,72.2
13,2026-05-09 18:12:15,Ubuntu 24.04,7.5,5.72,1.78,23.8,271,mysqld,1446,320.5,gnome-shell,2943,256.0,evolution-alarm-notify,3188,72.2
14,2026-05-09 18:12:35,Ubuntu 24.04,7.5,5.72,1.79,23.8,271,mysqld,1446,320.5,gnome-shell,2943,256.0,evolution-alarm-notify,3188,72.2
15,2026-05-09 18:12:55,Ubuntu 24.04,7.5,5.71,1.79,23.8,271,mysqld,1446,320.5,gnome-shell,2943,256.0,evolution-alarm-notify,3188,72.2
16,2026-05-09 18:13:15,Ubuntu 24.04,7.5,5.71,1.79,23.9,268,mysqld,1446,320.5,gnome-shell,2943,255.9,evolution-alarm-notify,3188,72.2
17,2026-05-09 18:13:35,Ubuntu 24.04,7.5,5.71,1.79,23.8,268,mysqld,1446,320.5,gnome-shell,2943,255.9,evolution-alarm-notify,3188,72.2
18,2026-05-09 18:13:55,Ubuntu 24.04,7.5,5.71,1.79,23.9,268,mysqld,1446,320.5,gnome-shell,2943,255.9,evolution-alarm-notify,3188,72.2
19,2026-05-09 18:14:15,Ubuntu 24.04,7.5,5.72,1.79,23.8,268,mysqld,1446,320.5,gnome-shell,2943,255.9,evolution-alarm-notify,3188,72.2
20,2026-05-09 18:14:36,Ubuntu 24.04,7.5,5.72,1.79,23.8,268,mysqld,1446,320.5,gnome-shell,2943,255.9,evolution-alarm-notify,3188,72.2
21,2026-05-09 18:14:56,Ubuntu 24.04,7.5,5.72,1.79,23.8,268,mysqld,1446,320.5,gnome-shell,2943,255.9,evolution-alarm-notify,3188,72.2
22,2026-05-09 18:15:16,Ubuntu 24.04,7.5,5.72,1.78,23.7,269,mysqld,1446,320.5,gnome-shell,2943,256.5,evolution-alarm-notify,3188,72.2
23,2026-05-09 18:15:36,Ubuntu 24.04,7.5,5.72,1.78,23.8,269,mysqld,1446,320.5,gnome-shell,2943,256.2,evolution-alarm-notify,3188,72.2
24,2026-05-09 18:15:56,Ubuntu 24.04,7.5,5.71,1.79,23.9,268,mysqld,1446,320.5,gnome-shell,2943,256.3,evolution-alarm-notify,3188,72.2
25,2026-05-09 18:16:16,Ubuntu 24.04,7.5,5.71,1.79,23.9,268,mysqld,1446,320.5,gnome-shell,2943,256.3,evolution-alarm-notify,3188,72.2
26,2026-05-09 18:16:36,Ubuntu 24.04,7.5,5.72,1.79,23.8,268,mysqld,1446,320.5,gnome-shell,2943,256.3,evolution-alarm-notify,3188,72.2
27,2026-05-09 18:16:56,Ubuntu 24.04,7.5,5.72,1.78,23.8,268,mysqld,1446,320.5,gnome-shell,2943,256.2,evolution-alarm-notify,3188,72.2
28,2026-05-09 18:17:16,Ubuntu 24.04,7.5,5.72,1.78,23.7,268,mysqld,1446,320.5,gnome-shell,2943,256.2,evolution-alarm-notify,3188,72.2
29,2026-05-09 18:17:36,Ubuntu 24.04,7.5,5.71,1.79,23.8,269,mysqld,1446,320.5,gnome-shell,2943,256.2,evolution-alarm-notify,3188,72.2
30,2026-05-09 18:17:56,Ubuntu 24.04,7.5,5.72,1.78,23.8,269,mysqld,1446,320.5,gnome-shell,2943,256.2,evolution-alarm-notify,3188,72.2
