medicao,timestamp,so,ram_total_gb,ram_disponivel_gb,ram_usada_gb,uso_percent,num_processos,top1_nome,top1_pid,top1_ram_mb,top2_nome,top2_pid,top2_ram_mb,top3_nome,top3_pid,top3_ram_mb
1,2026-05-09 15:52:00,Windows 10.0.26200,15.73,10.48,5.25,33.4,220,MsMpEng.exe,5420,352.4,explorer.exe,9080,280.9,MicrosoftSecurityApp.exe,8020,262.2
2,2026-05-09 15:52:21,Windows 10.0.26200,15.73,10.57,5.16,32.8,218,MsMpEng.exe,5420,346.2,explorer.exe,9080,280.7,MicrosoftSecurityApp.exe,8020,262.1
3,2026-05-09 15:52:41,Windows 10.0.26200,15.73,10.58,5.15,32.8,217,MsMpEng.exe,5420,344.8,explorer.exe,9080,280.1,MicrosoftSecurityApp.exe,8020,262.0
4,2026-05-09 15:53:01,Windows 10.0.26200,15.73,10.63,5.1,32.4,219,MsMpEng.exe,5420,335.7,explorer.exe,9080,275.6,MicrosoftSecurityApp.exe,8020,254.1
5,2026-05-09 15:53:21,Windows 10.0.26200,15.73,10.63,5.1,32.4,219,MsMpEng.exe,5420,335.0,explorer.exe,9080,275.6,MicrosoftSecurityApp.exe,8020,254.1
6,2026-05-09 15:53:41,Windows 10.0.26200,15.73,10.64,5.09,32.3,218,MsMpEng.exe,5420,334.9,explorer.exe,9080,274.8,MicrosoftSecurityApp.exe,8020,254.1
7,2026-05-09 15:54:02,Windows 10.0.26200,15.73,10.66,5.07,32.2,215,MsMpEng.exe,5420,335.5,explorer.exe,9080,275.5,MicrosoftSecurityApp.exe,8020,253.8
8,2026-05-09 15:54:22,Windows 10.0.26200,15.73,10.65,5.08,32.3,215,MsMpEng.exe,5420,348.1,explorer.exe,9080,275.5,MicrosoftSecurityApp.exe,8020,254.1
9,2026-05-09 15:54:42,Windows 10.0.26200,15.73,10.68,5.05,32.1,213,MsMpEng.exe,5420,351.7,explorer.exe,9080,275.1,MicrosoftSecurityApp.exe,8020,253.7
10,2026-05-09 15:55:02,Windows 10.0.26200,15.73,10.7,5.03,32.0,211,MsMpEng.exe,5420,352.4,explorer.exe,9080,273.5,MicrosoftSecurityApp.exe,8020,254.0
11,2026-05-09 15:55:22,Windows 10.0.26200,15.73,10.7,5.03,32.0,209,MsMpEng.exe,5420,324.3,explorer.exe,9080,273.5,MicrosoftSecurityApp.exe,8020,253.7
12,2026-05-09 15:55:42,Windows 10.0.26200,15.73,10.71,5.02,31.9,209,MsMpEng.exe,5420,324.0,explorer.exe,9080,273.4,MicrosoftSecurityApp.exe,8020,254.1
13,2026-05-09 15:56:03,Windows 10.0.26200,15.73,10.7,5.04,32.0,210,MsMpEng.exe,5420,331.1,explorer.exe,9080,274.2,MicrosoftSecurityApp.exe,8020,254.1
14,2026-05-09 15:56:23,Windows 10.0.26200,15.73,10.73,5.0,31.8,209,MsMpEng.exe,5420,321.7,explorer.exe,9080,274.2,MicrosoftSecurityApp.exe,8020,254.1
15,2026-05-09 15:56:43,Windows 10.0.26200,15.73,10.74,4.99,31.7,208,MsMpEng.exe,5420,321.8,explorer.exe,9080,273.9,MicrosoftSecurityApp.exe,8020,254.4
